sessionId,hour,day,week,month,year,weekday
152,0,1,1,1,1970,Thursday
199,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
199,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
199,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
199,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
199,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
199,0,1,1,1,1970,Thursday
199,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
199,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
199,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
199,0,1,1,1,1970,Thursday
199,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
152,0,1,1,1,1970,Thursday
135,0,1,1,1,1970,Thursday
195,0,1,1,1,1970,Thursday
195,0,1,1,1,1970,Thursday
195,0,1,1,1,1970,Thursday
195,0,1,1,1,1970,Thursday
5,0,1,1,1,1970,Thursday
5,0,1,1,1,1970,Thursday
154,0,1,1,1,1970,Thursday
124,0,1,1,1,1970,Thursday
42,0,1,1,1,1970,Thursday
42,0,1,1,1,1970,Thursday
42,0,1,1,1,1970,Thursday
42,0,1,1,1,1970,Thursday
225,0,1,1,1,1970,Thursday
225,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
143,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
143,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
128,0,1,1,1,1970,Thursday
202,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
15,0,1,1,1,1970,Thursday
15,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
15,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
15,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
15,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
15,0,1,1,1,1970,Thursday
15,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
175,0,1,1,1,1970,Thursday
217,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
229,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
196,0,1,1,1,1970,Thursday
200,0,1,1,1,1970,Thursday
200,0,1,1,1,1970,Thursday
200,0,1,1,1,1970,Thursday
31,0,1,1,1,1970,Thursday
31,0,1,1,1,1970,Thursday
220,0,1,1,1,1970,Thursday
145,0,1,1,1,1970,Thursday
220,0,1,1,1,1970,Thursday
133,0,1,1,1,1970,Thursday
133,0,1,1,1,1970,Thursday
133,0,1,1,1,1970,Thursday
133,0,1,1,1,1970,Thursday
133,0,1,1,1,1970,Thursday
238,0,1,1,1,1970,Thursday
238,0,1,1,1,1970,Thursday
238,0,1,1,1,1970,Thursday
141,0,1,1,1,1970,Thursday
141,0,1,1,1,1970,Thursday
228,0,1,1,1,1970,Thursday
176,0,1,1,1,1970,Thursday
176,0,1,1,1,1970,Thursday
176,0,1,1,1,1970,Thursday
164,0,1,1,1,1970,Thursday
176,0,1,1,1,1970,Thursday
164,0,1,1,1,1970,Thursday
176,0,1,1,1,1970,Thursday
176,0,1,1,1,1970,Thursday
198,0,1,1,1,1970,Thursday
198,0,1,1,1,1970,Thursday
198,0,1,1,1,1970,Thursday
235,0,1,1,1,1970,Thursday
198,0,1,1,1,1970,Thursday
235,0,1,1,1,1970,Thursday
54,0,1,1,1,1970,Thursday
134,0,1,1,1,1970,Thursday
134,0,1,1,1,1970,Thursday
134,0,1,1,1,1970,Thursday
203,0,1,1,1,1970,Thursday
234,0,1,1,1,1970,Thursday
243,0,1,1,1,1970,Thursday
243,0,1,1,1,1970,Thursday
243,0,1,1,1,1970,Thursday
243,0,1,1,1,1970,Thursday
243,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
72,0,1,1,1,1970,Thursday
249,0,1,1,1,1970,Thursday
249,0,1,1,1,1970,Thursday
249,0,1,1,1,1970,Thursday
253,0,1,1,1,1970,Thursday
253,0,1,1,1,1970,Thursday
253,0,1,1,1,1970,Thursday
253,0,1,1,1,1970,Thursday
186,0,1,1,1,1970,Thursday
256,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
237,0,1,1,1,1970,Thursday
226,0,1,1,1,1970,Thursday
226,0,1,1,1,1970,Thursday
150,0,1,1,1,1970,Thursday
150,0,1,1,1,1970,Thursday
239,0,1,1,1,1970,Thursday
259,0,1,1,1,1970,Thursday
259,0,1,1,1,1970,Thursday
259,0,1,1,1,1970,Thursday
245,0,1,1,1,1970,Thursday
56,0,1,1,1,1970,Thursday
56,0,1,1,1,1970,Thursday
56,0,1,1,1,1970,Thursday
56,0,1,1,1,1970,Thursday
224,0,1,1,1,1970,Thursday
224,0,1,1,1,1970,Thursday
232,0,1,1,1,1970,Thursday
232,0,1,1,1,1970,Thursday
260,0,1,1,1,1970,Thursday
260,0,1,1,1,1970,Thursday
260,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
242,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
267,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
59,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
241,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
254,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
267,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
267,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
267,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
267,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
129,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
222,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
83,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
83,0,1,1,1,1970,Thursday
83,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
83,0,1,1,1,1970,Thursday
83,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
268,0,1,1,1,1970,Thursday
268,0,1,1,1,1970,Thursday
268,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
273,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
90,0,1,1,1,1970,Thursday
90,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
90,0,1,1,1,1970,Thursday
263,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
90,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
219,0,1,1,1,1970,Thursday
219,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
274,0,1,1,1,1970,Thursday
274,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
208,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
269,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
272,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
255,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
272,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
255,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
255,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
255,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
255,0,1,1,1,1970,Thursday
280,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
255,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
255,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
147,0,1,1,1,1970,Thursday
255,0,1,1,1,1970,Thursday
23,0,1,1,1,1970,Thursday
255,0,1,1,1,1970,Thursday
